PfDd2_01,annotation,macs2_peak,134553,134553,58,.,.,ap2i_r1_gfp_peak_1,1,.,.,.,,PfDd2_010007800,PF3D7_0104000,TRSP,828,+,PfDd2_010007900,.,.,-1051,+,,,7.72133,5.80729
PfDd2_01,annotation,macs2_peak,144285,144285,97,.,.,ap2i_r1_gfp_peak_2,1,.,.,.,,PfDd2_010008000,.,.,2486,-,PfDd2_010008100,.,.,-3317,+,,,11.82124,9.78736
PfDd2_01,annotation,macs2_peak,188848,188848,107,.,.,ap2i_r1_gfp_peak_4,1,PfDd2_010009200,PF3D7_0105600,.,-,PfDd2_010009100,PF3D7_0105500,.,2162,-,PfDd2_010009300,PF3D7_0105700,.,-6923,+,,,12.80634,10.74802
PfDd2_01,annotation,macs2_peak,209975,209975,198,.,.,ap2i_r1_gfp_peak_5,1,.,.,.,,PfDd2_010009400,PF3D7_0105800,.,872,-,PfDd2_010009500,PF3D7_0105900,.,-688,+,,,22.09356,19.86003
PfDd2_01,annotation,macs2_peak,215780,215780,26,.,.,ap2i_r1_gfp_peak_6a,1,.,.,.,,PfDd2_010009600,PF3D7_0106000,.,147,-,PfDd2_010009700,PF3D7_0106100,.,-1927,-,,,4.42395,2.65867
PfDd2_01,annotation,macs2_peak,216446,216446,400,.,.,ap2i_r1_gfp_peak_6b,1,.,.,.,,PfDd2_010009600,PF3D7_0106000,.,813,-,PfDd2_010009700,PF3D7_0106100,.,-1261,-,,,42.56899,40.06413
PfDd2_01,annotation,macs2_peak,319909,319909,387,.,.,ap2i_r1_gfp_peak_7,1,.,.,.,,PfDd2_010012300,PF3D7_0108800,.,2531,+,PfDd2_010012400,PF3D7_0109000,PHIL1,-439,+,,,41.21737,38.72718
PfDd2_01,annotation,macs2_peak,399032,399032,48,.,.,ap2i_r1_gfp_peak_8a,1,.,.,.,,PfDd2_010014900,PF3D7_0111500,.,773,-,PfDd2_010015000,PF3D7_0111600,.,-360,-,,,6.76996,4.89204
PfDd2_01,annotation,macs2_peak,399430,399430,18,.,.,ap2i_r1_gfp_peak_8b,1,PfDd2_010015000,PF3D7_0111600,.,-,PfDd2_010014900,PF3D7_0111500,.,1171,-,PfDd2_010015100,PF3D7_0111700,.,-1008,-,,,3.56776,1.86511
PfDd2_01,annotation,macs2_peak,480989,480989,105,.,.,ap2i_r1_gfp_peak_9,1,.,.,.,,PfDd2_010017100,PF3D7_0113700,HSP40,955,+,PfDd2_010017200,PF3D7_0113800,.,-3668,+,,,12.57405,10.51808
PfDd2_02,annotation,macs2_peak,84464,84464,98,.,.,ap2i_r1_gfp_peak_10,1,.,.,.,,PfDd2_020007000,PF3D7_0204100,.,1517,-,PfDd2_020007100,PF3D7_0204200,.,-2225,+,,,11.85070,9.81262
PfDd2_02,annotation,macs2_peak,141218,141218,102,.,.,ap2i_r1_gfp_peak_11,1,.,.,.,,PfDd2_020009000,.,.,518,+,PfDd2_020009100,PF3D7_0206200,PAT,-1935,+,,,12.33085,10.28062
PfDd2_02,annotation,macs2_peak,162884,162884,54,.,.,ap2i_r1_gfp_peak_12,1,.,.,.,,PfDd2_020009300,PF3D7_0206500,.,1513,-,PfDd2_020009400,PF3D7_0206600,.,-1175,-,,,7.33343,5.43447
PfDd2_02,annotation,macs2_peak,182427,182427,47,.,.,ap2i_r1_gfp_peak_15,1,PfDd2_020010000,PF3D7_0207200,IscA1,-,PfDd2_020009900,PF3D7_0207100,.,1054,+,PfDd2_020010100,PF3D7_0207300,SERA8,-1769,-,,,6.64155,4.77007
PfDd2_02,annotation,macs2_peak,192080,192080,59,.,.,ap2i_r1_gfp_peak_16,1,.,.,.,,PfDd2_020010200,PF3D7_0207400,.,408,-,PfDd2_020010300,PF3D7_0207500,SERA6,-853,-,,,7.91870,5.99766
PfDd2_02,annotation,macs2_peak,196957,196957,379,.,.,ap2i_r1_gfp_peak_17,1,.,.,.,,PfDd2_020010300,PF3D7_0207500,SERA6,351,-,PfDd2_020010400,PF3D7_0207600,.,-685,-,,,40.42442,37.94365
PfDd2_02,annotation,macs2_peak,206743,206743,61,.,.,ap2i_r2_gfp_peak_154,1,.,.,.,,PfDd2_020010500,PF3D7_0207700,.,561,-,PfDd2_020010600,PF3D7_0207800,.,-699,-,,,8.44682,6.10258
PfDd2_02,annotation,macs2_peak,206762,206762,114,.,.,ap2i_r1_gfp_peak_19,1,.,.,.,,PfDd2_020010500,PF3D7_0207700,.,580,-,PfDd2_020010600,PF3D7_0207800,.,-680,-,,,13.56760,11.48765
PfDd2_02,annotation,macs2_peak,220035,220035,65,.,.,ap2i_r1_gfp_peak_20a,1,.,.,.,,PfDd2_020010800,PF3D7_0208000,.,332,-,PfDd2_020010900,PF3D7_0208100,.,-1869,+,,,8.46583,6.52889
PfDd2_02,annotation,macs2_peak,220285,220285,91,.,.,ap2i_r1_gfp_peak_20b,1,.,.,.,,PfDd2_020010800,PF3D7_0208000,.,582,-,PfDd2_020010900,PF3D7_0208100,.,-1619,+,,,11.14631,9.12724
PfDd2_02,annotation,macs2_peak,245330,245330,78,.,.,ap2i_r1_gfp_peak_21,1,.,.,.,,PfDd2_020011200,.,.,2106,-,PfDd2_020011300,PF3D7_0208500,ACP,-1407,+,,,9.79555,7.81461
PfDd2_02,annotation,macs2_peak,361079,361079,451,.,.,ap2i_r1_gfp_peak_23,1,.,.,.,,PfDd2_020014100,PF3D7_0211500,.,634,+,PfDd2_020014200,PF3D7_0211600,.,-306,+,,,47.66769,45.10559
PfDd2_02,annotation,macs2_peak,406598,406598,81,.,.,ap2i_r1_gfp_peak_24,1,PfDd2_020015100,PF3D7_0212500,.,+,PfDd2_020015000,PF3D7_0212400,.,5103,-,PfDd2_020015200,PF3D7_0212600,SPATR,-9808,+,,,10.11443,8.12607
PfDd2_02,annotation,macs2_peak,425607,425607,211,.,.,ap2i_r1_gfp_peak_25a,1,.,.,.,,PfDd2_020015400,PF3D7_0212800,.,331,+,PfDd2_020015500,PF3D7_0212900,.,-994,+,,,23.41833,21.16331
PfDd2_02,annotation,macs2_peak,425881,425881,13,.,.,ap2i_r1_gfp_peak_25b,1,.,.,.,,PfDd2_020015400,PF3D7_0212800,.,605,+,PfDd2_020015500,PF3D7_0212900,.,-720,+,,,3.03587,1.39699
